TQ,NDI,C,RDP,DPQ,OU,DFT,DFO
4,971,3,25,4,3,896,69
4,186,5,99,2,1,256,8
3,56,3,134,3,3,133,39
4,2804,3,6,3,5,2530,196
4,2841,5,11,3,3,2564,201
2,888,5,20,3,1,454,135
4,1764,3,101,2,5,1680,55
3,2919,3,16,4,2,2059,437
3,47,2,293,3,5,238,51
1,2905,5,145,3,4,915,1918
2,1557,2,75,3,1,815,245
1,108,3,13,3,4,36,76
3,2845,3,46,3,2,2023,434
3,2900,4,480,3,5,2368,506
4,1809,3,164,3,4,1780,173
2,1718,4,33,3,4,876,787
3,810,4,102,3,1,636,82
3,174,3,74,4,2,173,37
2,1072,3,156,2,1,616,183
2,412,1,131,2,4,270,245
3,409,1,5,5,4,289,112
4,821,5,15,3,3,751,59
4,267,1,5,3,1,244,8
3,131,1,187,4,3,222,67
2,194,2,129,3,2,161,80
2,1921,5,32,3,2,976,489
3,2946,5,109,4,4,2137,825
2,319,3,124,3,4,222,199
1,1022,1,194,3,4,363,765
3,346,2,53,3,1,279,36
4,2498,2,2,3,3,2250,175
3,2634,3,101,2,5,1913,575
1,2206,2,114,4,4,698,1456
4,1960,4,67,2,3,1825,141
4,1031,4,38,2,2,960,54
2,542,3,36,3,5,288,145
3,2904,2,29,2,1,2053,263
4,2420,1,253,3,2,2405,133
4,768,3,37,2,2,724,40
2,403,3,117,2,1,260,78
4,2835,4,5,3,5,2556,85
4,2905,5,148,3,5,2750,90
2,757,1,43,3,1,399,119
4,167,2,52,4,4,197,19
4,1617,4,99,3,4,1544,154
3,435,5,42,3,4,334,128
2,1871,2,481,4,4,1177,1058
4,314,3,6,3,4,287,29
3,2855,3,13,3,3,2006,604
3,307,2,53,4,4,251,98
2,90,5,19,3,5,54,49
4,2922,4,65,4,5,2691,266
2,1500,4,112,1,5,804,727
2,1236,4,198,3,4,717,644
2,2996,4,314,3,2,1656,825
4,387,4,69,3,4,410,41
4,68,4,79,3,5,132,13
5,1880,5,37,3,3,1721,137
4,87,2,73,3,4,144,14
3,2631,2,156,4,1,1949,251
4,280,4,228,3,3,457,35
2,1,1,6,3,2,3,1
3,2193,4,106,3,3,1610,481
3,2448,3,149,3,4,1822,696
5,673,2,129,4,4,561,216
3,860,1,106,3,5,676,260
2,1039,4,49,2,4,543,490
3,2930,4,354,3,5,2299,886
2,2870,4,22,3,4,1447,1301
3,21,3,24,4,5,31,12
4,2604,3,183,3,3,2505,197
2,1184,4,55,3,2,618,310
3,1127,4,37,3,5,814,175
3,1437,3,257,2,1,1188,152
3,304,2,21,4,1,227,29
2,2380,1,60,2,1,1219,368
4,538,5,7,3,1,490,16
3,775,4,19,3,4,554,216
2,990,5,12,3,4,500,452
3,1185,3,93,3,2,896,190
2,1492,4,44,3,5,768,383
4,6,3,158,3,1,147,5
4,74,4,195,3,4,242,24
3,939,3,403,3,5,937,364
2,2975,5,247,3,5,1611,1450
3,25,5,100,3,3,87,26
1,1609,3,76,3,1,504,355
3,587,3,32,2,3,432,131
5,806,2,67,4,5,612,182
2,581,4,69,2,3,325,226
3,4,2,78,3,3,57,17
4,2244,3,153,2,5,2156,168
5,211,2,24,2,5,211,16
3,110,1,62,3,3,120,36
2,2772,3,73,4,4,1418,1284
2,2960,4,88,3,1,1518,458
5,163,3,8,2,3,85,60
2,444,3,56,3,2,249,125
1,176,4,134,2,4,93,195
4,729,2,270,3,4,899,89
3,1527,2,50,3,4,1104,425
4,1484,2,29,3,5,1360,137
3,78,4,57,3,1,94,12
4,2854,4,81,2,1,2644,87
3,600,3,12,3,5,429,55
3,2914,3,344,4,4,2284,876
4,2461,3,215,4,1,2404,81
4,501,4,86,3,3,528,41
2,144,3,376,4,3,260,181
3,1041,2,49,3,5,762,229
3,109,4,63,4,2,120,26
1,250,3,101,4,1,105,73
3,660,4,27,2,3,480,144
3,143,5,59,4,1,141,18
4,774,3,408,3,5,1062,36
3,128,4,89,2,5,152,19
3,2248,4,12,3,2,1578,341
3,1205,2,17,4,5,855,183
1,2321,3,324,3,1,799,550
2,1683,4,67,3,5,875,262
4,111,1,23,2,5,120,4
3,383,2,155,3,1,376,48
3,1183,3,97,4,2,897,191
4,2968,5,82,4,3,2746,212
2,2945,3,2,2,2,1472,738
3,2950,2,20,3,4,2079,801
5,746,5,65,2,2,566,122
3,2992,2,88,3,4,2154,832
3,16,2,37,4,3,37,11
2,442,5,234,4,5,337,237
4,1052,4,138,2,1,1070,36
2,161,3,280,2,1,220,66
2,913,5,115,3,5,513,155
3,499,5,347,4,3,590,179
3,1173,5,38,4,4,846,327
2,103,4,29,4,4,66,59
4,1619,2,60,3,1,1512,49
3,167,3,46,2,4,149,57
4,1017,1,22,4,1,933,31
4,163,3,14,3,5,159,5
1,2405,4,68,3,4,740,1558
3,867,2,30,3,5,628,242
1,2396,3,21,3,2,727,845
1,2786,2,24,3,1,840,591
2,2953,4,58,3,3,1503,1057
1,1592,2,3,5,2,475,559
4,355,4,330,4,4,617,61
3,21,4,224,2,4,171,66
3,1719,2,39,3,2,1231,263
4,582,4,103,3,3,615,48
2,1309,2,111,4,1,708,212
4,959,5,7,3,2,869,48
3,2888,3,69,3,3,2070,620
2,2191,4,39,3,5,1116,779
2,2437,1,171,2,1,1307,391
4,423,5,82,3,3,452,37
2,1113,4,12,3,4,559,509
3,509,4,53,2,2,393,84
1,298,4,32,3,5,99,115
4,2257,2,90,3,1,2113,70
4,668,2,103,2,5,694,23
2,2551,4,26,3,1,1288,386
4,469,2,464,3,4,839,84
2,245,3,43,4,5,144,129
4,382,3,15,2,1,357,12
3,1129,2,48,3,2,821,178
4,1200,1,66,3,5,1140,63
2,1350,4,144,3,2,744,374
3,60,4,369,2,2,300,64
3,572,2,40,4,5,427,92
4,41,5,39,3,2,71,4
4,2780,3,1,3,2,2501,139
3,90,2,291,3,5,266,57
3,2989,2,48,3,2,2123,457
3,204,2,15,2,4,153,59
3,27,2,275,1,3,211,63
3,162,3,97,3,4,181,70
3,325,5,12,3,3,236,70
4,1213,3,68,2,1,1152,38
3,474,3,37,4,1,358,45
3,212,3,54,3,4,186,72
2,365,4,86,2,5,225,203
4,885,2,82,4,5,869,88
4,605,1,42,3,2,581,32
4,1236,5,125,2,3,1223,96
3,1121,4,340,3,3,1022,307
2,2970,4,222,4,1,1600,476
3,749,3,284,3,3,723,216
2,316,1,26,3,2,171,85
3,2915,4,316,3,1,2262,292
2,302,3,23,3,5,162,48
4,2100,2,975,4,4,2765,279
2,351,1,5,3,1,177,53
4,1510,4,193,2,1,1532,51
2,2301,3,29,4,4,1166,1046
5,2266,5,199,3,5,1232,1109
3,383,3,25,4,5,285,110
2,2910,4,62,4,4,1484,1338
4,194,2,196,3,4,350,36
4,1946,4,83,3,4,1825,183
4,371,3,42,3,2,371,20
2,308,4,26,3,3,167,117
2,496,1,95,2,1,295,89
5,595,3,3,2,2,298,149
1,2890,2,22,2,1,872,608
4,1995,3,250,3,1,2017,68
3,2627,4,73,3,2,1887,406
4,1891,4,83,3,2,1776,99
2,1190,4,48,2,4,618,557
2,661,4,219,3,1,440,132
3,1240,2,151,3,4,973,376
4,1771,2,1183,3,4,2656,268
2,345,1,248,4,1,297,89
4,193,3,507,2,3,629,49
5,1617,3,104,3,1,1548,51
3,248,2,49,5,3,207,63
3,2346,3,169,3,2,1759,378
2,964,5,9,3,5,486,244
4,409,3,174,3,5,523,29
2,260,3,69,2,4,164,148
2,1307,3,21,3,3,664,465
2,2810,1,200,3,1,1508,451
3,341,5,26,3,1,256,33
2,1585,2,44,3,4,816,731
2,2865,2,66,3,2,1465,734
4,1285,5,289,4,1,1417,47
3,445,2,23,4,1,327,42
2,204,3,120,2,1,161,48
2,2292,3,137,3,3,1214,850
4,2906,4,24,2,3,2639,203
2,2979,2,528,4,3,1748,1233
3,329,2,1,3,1,230,30
4,1203,2,200,2,5,1262,42
4,75,4,62,4,2,123,7
2,17,2,25,3,4,20,19
2,53,4,39,3,5,46,41
4,576,2,237,3,1,730,24
4,2586,4,221,3,3,2528,195
4,516,4,29,3,2,490,27
2,169,4,175,3,4,172,154
4,2753,4,41,2,2,2514,140
3,509,4,85,3,1,416,53
4,10,2,48,2,4,52,5
4,2835,4,12,3,2,2563,142
5,1128,4,136,4,2,1137,63
3,1845,3,26,2,3,1311,390
4,320,2,175,3,5,445,34
4,2863,3,95,3,3,2663,206
3,2882,4,56,4,4,2056,793
5,1,4,365,3,1,256,33
2,1239,2,60,3,3,647,455
4,706,2,126,3,4,747,76
2,2218,3,512,2,3,1366,954
4,2974,4,103,3,2,2767,154
2,628,4,120,3,1,373,112
2,1579,1,203,3,2,890,445
3,1573,4,123,5,2,1187,254
3,327,4,391,3,1,502,64
3,2069,2,26,3,5,1468,187
4,1583,3,40,3,3,1458,115
4,92,3,31,3,1,110,3
4,19,2,207,3,5,203,6
3,629,1,131,3,3,531,160
2,114,4,75,2,3,94,66
1,490,1,42,3,4,158,336
5,2301,5,79,3,1,717,497
3,120,4,163,2,3,197,60
4,952,1,55,2,1,905,30
2,62,4,311,3,2,186,93
4,586,2,18,3,5,543,30
2,2471,4,209,3,1,1338,401
2,119,3,41,4,5,80,24
3,192,4,25,4,2,151,33
3,99,2,30,4,2,90,19
3,306,3,93,3,1,279,36
4,764,4,5,4,4,693,68
2,1343,5,35,4,4,689,620
4,395,1,33,3,2,385,21
3,49,2,150,2,1,139,17
5,398,4,32,4,3,300,91
4,431,5,48,4,3,430,34
3,763,4,170,2,2,653,139
2,2474,3,37,3,1,1256,377
4,2839,2,30,3,4,2585,255
1,884,3,29,3,1,273,191
5,145,4,629,3,3,232,379
3,1010,2,159,3,2,818,175
3,2779,2,136,2,5,2040,437
3,984,5,97,3,5,757,162
2,1150,3,7,4,3,577,406
2,2857,2,431,3,3,1641,1149
2,19,3,129,3,5,74,51
4,36,4,304,3,5,306,23
2,540,4,158,3,5,349,244
4,884,5,62,3,5,852,65
3,2925,5,31,2,2,2070,442
5,2863,2,28,3,3,2024,606
5,1165,3,426,3,1,1113,143
3,447,5,5,3,5,315,41
2,65,2,99,4,1,82,24
2,2756,4,97,3,3,1422,1001
2,1351,5,260,3,5,806,564
4,878,3,169,4,5,941,74
4,757,1,218,4,2,877,48
3,2835,3,29,2,5,1997,431
2,2251,4,8,3,4,1123,1023
2,2034,4,366,3,2,1200,599
3,2802,5,2,4,2,1962,419
1,909,3,204,3,4,336,699
3,2983,4,144,3,5,2189,843
3,2469,3,10,3,2,1734,373
3,1832,4,9,3,1,1286,165
4,304,4,48,3,4,316,32
4,64,4,690,3,2,678,37
3,186,5,119,3,4,213,82
2,1227,3,130,3,1,676,205
3,246,4,193,4,3,307,92
4,2993,4,131,3,3,2815,216
3,2067,3,10,3,4,1452,561
2,564,2,45,4,5,305,273
3,1499,3,13,3,2,1059,226
3,2773,1,239,2,4,2110,811
2,1011,3,129,3,4,572,511
5,1732,2,11,2,4,871,784
2,601,4,21,4,2,311,155
3,1158,4,209,3,5,956,205
5,344,2,146,3,4,343,132
2,2871,5,70,3,4,1475,1318
3,2995,5,33,3,4,2123,814
4,1382,3,13,3,3,1253,99
3,1014,2,40,3,2,737,158
2,2955,3,314,2,4,1637,1469
2,382,5,124,2,3,252,178
4,2083,3,323,3,5,2167,167
2,121,2,336,3,4,228,205
4,2913,4,16,4,2,2636,146
5,71,3,68,4,2,125,6
2,38,3,266,3,3,152,106
3,1123,3,265,3,3,973,290
4,2987,4,18,3,2,2700,151
4,679,2,111,3,5,709,40
2,795,5,563,3,5,677,340
1,2919,4,28,3,1,881,617
2,340,5,182,2,5,260,78
3,2891,1,34,3,2,2046,438
3,2441,5,404,3,2,1989,427
2,1767,2,52,3,4,911,817
3,893,1,10,3,5,632,243
3,1032,2,132,2,3,815,244
1,167,5,732,2,3,268,441
3,21,3,27,3,1,33,4
2,2269,3,301,4,1,1283,386
3,54,3,31,4,4,59,23
4,2634,2,181,3,3,2534,196
4,1841,3,101,2,1,1749,57
4,222,5,195,3,3,375,29
3,245,2,73,3,1,222,28
3,406,5,152,3,4,390,151
3,2780,3,23,3,1,1961,253
2,100,3,13,4,1,56,17
4,2723,4,41,4,5,2489,82
2,1165,3,100,3,4,631,570
4,242,3,128,3,2,333,18
2,2834,1,7,3,1,1422,423
3,625,2,30,3,4,458,177
2,2102,2,103,3,1,1104,331
2,1190,4,293,3,1,743,221
4,188,4,189,3,1,339,11
3,70,4,33,2,3,72,21
3,1285,1,46,3,2,931,199
4,113,2,172,3,2,256,14
3,479,4,295,3,1,541,70
4,1121,3,51,3,2,1054,58
3,1964,2,63,3,5,1420,303
3,105,2,149,2,2,177,38
3,2965,5,25,3,5,2091,450
3,2994,4,74,3,5,2140,465
3,2801,4,29,3,5,1976,427
2,265,1,3,3,5,133,67
2,421,2,327,3,5,373,187
4,529,3,92,3,4,558,56
4,478,2,832,3,4,1178,118
4,1479,5,727,2,5,1983,200
2,518,4,107,2,5,312,281
2,465,4,111,2,1,287,86
3,2791,2,19,3,3,1969,587
3,927,3,623,4,1,1086,138
5,632,2,132,3,5,534,68
3,193,4,55,3,4,173,67
3,2964,4,274,3,1,2268,292
3,2396,2,5,3,4,1681,648
4,859,1,157,3,1,914,30
2,282,3,51,3,5,166,49
4,2378,5,6,4,5,2145,71
4,2379,1,137,2,5,2261,76
2,36,3,38,3,4,36,34
2,2486,3,39,4,2,1262,632
3,1663,2,4,3,3,1166,350
2,2824,2,36,3,5,1431,998
3,1589,3,59,3,2,1153,248
2,1133,4,391,3,2,762,379
4,4,5,110,3,1,102,3
3,341,4,318,4,3,461,138
3,117,5,1,3,4,82,32
2,976,4,13,3,1,494,149
4,625,1,95,2,4,647,65
2,2040,3,21,5,5,1028,928
1,941,1,43,4,5,295,620
2,2780,4,94,4,3,1437,1007
2,97,5,15,3,1,56,16
2,77,5,110,3,2,93,47
3,183,4,92,3,5,193,41
2,1576,4,114,3,4,841,763
3,895,3,146,3,2,728,156
5,1693,5,275,4,2,1379,293
3,2874,4,60,3,4,2049,796
3,2947,2,83,2,2,2120,453
4,1595,2,315,4,1,1716,58
2,2923,3,103,4,2,1508,759
5,175,4,126,4,3,150,105
4,1635,2,109,3,4,1571,155
2,2763,5,49,4,3,1400,987
3,223,4,49,3,1,190,24
4,2414,2,112,3,4,2276,224
3,71,3,68,4,5,97,37
2,1255,4,93,3,1,672,202
1,1452,3,296,3,3,526,854
3,287,3,37,3,2,226,48
4,1148,3,90,4,2,1114,61
5,117,1,188,5,1,274,9
3,2922,2,10,3,3,2053,616
3,107,4,21,3,3,89,27
3,1251,2,40,4,1,904,116
5,720,3,54,2,5,542,69
2,612,3,28,2,2,320,159
3,4,2,98,4,4,71,27
4,849,4,28,3,5,788,80
2,696,4,184,2,4,440,396
3,103,4,93,3,3,137,41
2,330,5,3,3,2,166,83
3,869,4,15,3,5,618,132
3,481,4,79,3,1,392,50
3,157,4,415,3,2,401,85
2,597,3,197,2,5,396,199
5,498,2,67,3,2,283,141
4,732,5,66,3,4,717,72
3,32,3,524,3,4,389,150
5,321,5,78,4,3,279,84
4,2242,1,75,3,3,2090,159
4,154,2,35,4,5,170,13
3,452,4,741,3,4,833,323
2,555,2,93,1,1,324,97
3,28,1,92,3,5,83,11
3,2767,3,28,2,5,1955,252
2,2509,1,49,2,2,1276,639
4,589,2,117,2,4,635,63
4,1750,2,34,4,4,1608,158
2,1903,2,402,2,2,1150,578
4,977,2,96,3,4,965,97
2,1259,3,49,3,1,655,196
2,896,3,66,3,2,480,240
4,862,3,135,3,4,895,91
4,676,1,30,3,5,635,64
3,416,1,4,3,4,293,114
2,2789,3,35,3,4,1408,1277
2,2399,3,28,4,1,1216,362
2,564,2,379,3,1,470,141
4,1078,2,85,3,4,1048,103
3,86,2,86,3,1,120,15
3,2404,2,35,3,1,1705,220
3,768,5,15,3,4,547,212
2,1692,4,19,3,3,854,601
3,2758,1,7,3,4,1936,745
2,245,4,108,3,4,176,159
4,1426,2,115,3,5,1386,139
4,173,1,8,2,2,162,9
4,533,2,60,3,1,533,18
4,98,1,105,3,1,182,6
3,381,5,23,3,4,283,108
2,938,5,17,3,5,477,429
4,34,4,48,3,5,73,8
5,1350,1,36,2,4,1246,125
3,1808,4,740,3,4,1781,691
3,83,4,44,4,2,88,19
4,1608,5,196,4,5,1623,90
2,540,3,49,3,5,294,147
5,491,3,158,3,4,323,293
1,246,3,238,3,4,145,304
2,92,1,134,2,5,112,102
3,212,3,198,3,2,287,61
2,520,5,35,3,5,277,138
2,2290,4,12,4,2,1153,575
3,2943,2,20,3,5,2071,445
3,377,1,69,3,3,312,93
1,2428,4,150,3,2,772,901
4,238,3,36,3,2,246,13
4,201,4,64,3,3,238,18
2,1570,3,171,3,2,869,435
2,774,1,382,2,2,577,289
4,3,4,4,3,1,6,0
4,517,3,6,3,1,471,15
4,442,1,23,3,3,418,32
4,89,2,376,4,4,418,42
3,2809,3,9,2,3,1971,591
3,1611,5,6,3,1,1131,145
4,485,4,108,3,2,533,30
2,1221,5,176,2,3,698,490
2,2994,1,61,3,4,1526,1376
3,820,3,269,3,2,762,163
2,207,4,17,3,5,111,56
4,560,5,31,3,2,533,29
2,753,2,10,2,4,380,344
4,887,3,47,3,5,840,84
2,838,3,78,3,2,457,229
2,1744,4,221,2,1,978,295
3,2166,5,222,3,5,1670,214
3,395,4,61,4,4,319,123
3,371,3,44,3,2,290,62
3,512,5,9,3,4,364,140
3,2344,1,2,3,2,1646,349
3,296,3,25,3,5,224,48
2,2978,4,120,3,2,1546,774
2,2901,4,98,4,5,1499,751
2,392,2,41,2,1,216,65
4,1103,1,40,3,5,1030,33
3,2467,3,111,3,5,1802,231
2,375,5,2,3,2,188,94
2,1080,2,14,2,4,545,494
3,2799,3,163,3,5,2069,804
4,1997,3,57,3,3,1845,146
4,127,4,90,3,2,195,10
3,46,4,191,3,2,165,36
2,608,2,9,2,3,308,215
4,765,2,17,2,2,704,38
4,676,4,123,3,3,718,56
3,123,3,42,4,1,115,15
2,127,4,460,2,4,292,265
3,917,4,459,3,3,964,288
2,3000,5,80,4,1,1540,463
2,1727,4,292,3,4,1011,906
3,2976,3,151,3,3,2190,656
2,457,3,608,3,2,533,266
4,1950,1,11,3,4,1761,179
3,145,3,10,3,4,108,42
5,2322,2,44,4,1,1658,212
4,1175,3,15,3,5,1071,35
2,185,4,42,3,3,113,79
3,924,3,13,3,4,655,254
1,314,1,125,2,1,131,92
3,1838,2,2,3,3,1287,387
5,1886,2,9,3,2,1323,287
2,91,2,131,3,1,111,33
4,537,4,122,2,5,592,19
3,43,3,86,1,2,90,19
4,673,5,73,3,3,670,53
2,1544,2,40,3,2,792,396
2,2386,3,39,3,2,1211,605
3,392,4,776,4,2,816,176
2,697,1,121,3,5,409,204
4,732,4,595,3,5,1195,65
3,729,3,45,2,5,542,116
4,2896,1,83,2,5,2677,151
4,2034,2,9,4,3,1839,142
3,108,3,35,4,2,100,21
3,1524,2,295,2,4,1274,490
2,42,2,42,3,5,41,38
3,2789,1,47,2,5,1989,762
3,892,1,63,3,5,669,257
1,814,3,27,4,2,251,295
3,440,3,251,4,3,484,145
2,8,3,122,3,5,64,46
2,2874,5,8,4,3,1441,1008
5,760,5,84,3,5,421,296
3,1820,4,92,3,5,1338,402
3,2223,3,79,3,3,1615,479
2,610,1,66,2,5,338,237
3,2830,4,66,4,2,2021,437
2,54,1,28,3,1,40,12
4,91,3,25,3,3,104,8
4,2939,5,168,4,2,2795,156
3,198,4,90,3,4,201,78
3,2791,5,71,2,1,2002,258
2,2826,3,127,2,5,1476,440
2,2331,4,69,3,5,1196,359
3,263,5,18,4,1,197,25
2,2341,2,18,4,5,1182,352
2,726,3,49,2,4,386,349
3,1122,1,118,2,1,867,112
4,1204,3,35,3,5,1115,37
4,640,3,14,3,5,588,19
4,802,4,117,3,3,827,64
4,1258,4,20,3,3,1150,89
4,364,3,425,2,2,710,39
2,716,4,91,3,5,404,201
3,1743,4,35,3,2,1244,266
2,2875,1,305,2,2,1592,794
3,2405,2,218,2,1,1836,237
1,1550,2,17,2,3,469,770
4,1467,1,64,3,4,1376,139
3,1183,4,61,3,1,872,111
4,1929,3,0,3,5,1730,59
5,782,2,156,4,2,844,47
3,665,3,162,4,4,579,223
4,2121,4,2,4,4,1912,190
2,425,4,263,2,1,343,103
4,2824,2,123,2,4,2649,268
4,66,3,195,3,5,234,24
4,2539,5,38,4,2,2317,129
1,869,3,47,3,2,275,321
2,1244,5,35,3,1,642,190
4,110,1,201,3,4,279,28
3,120,4,48,4,1,117,15
3,2901,4,181,3,2,2159,462
3,2147,5,193,4,1,1638,210
4,2715,3,221,3,5,2642,88
1,1285,4,165,3,5,435,304
4,818,4,0,3,2,736,40
4,1635,5,209,4,3,1661,128
4,715,3,77,4,1,712,24
4,113,2,175,3,4,259,26
2,16,3,274,3,3,145,101
1,2829,3,103,2,4,878,1847
2,2771,2,115,3,2,1439,722
3,390,3,66,3,2,318,68
2,2318,3,140,3,4,1229,1106
2,1818,4,315,3,3,1066,745
2,2794,3,135,3,5,1464,1024
1,812,4,66,3,5,263,431
4,319,3,25,3,5,309,24
4,751,5,73,3,2,741,41
2,2934,3,61,3,1,1500,450
1,1734,4,4,3,3,523,846
4,778,4,409,3,2,1068,59
3,146,5,4,3,5,104,23
3,189,2,25,3,3,150,44
3,2474,5,2,3,1,1732,222
2,213,4,34,3,1,123,37
3,98,3,48,3,2,102,22
3,823,5,3,3,3,577,173
4,674,3,98,3,3,695,53
2,574,3,47,3,4,309,281
3,687,3,5,2,2,485,103
3,1663,4,77,4,1,1219,156
2,2770,2,153,3,5,1459,438
4,1621,4,250,3,2,1685,92
3,2872,3,256,4,5,2191,467
3,860,4,363,3,1,853,111
3,286,3,33,3,3,223,67
5,690,4,6,2,1,486,62
3,397,3,10,4,5,284,36
2,914,4,76,3,1,495,149
3,296,1,15,3,4,218,83
3,167,5,31,3,1,138,17
3,676,3,20,4,3,487,146
3,2848,3,126,4,1,2079,266
2,587,1,88,2,2,338,168
2,1607,1,117,3,1,862,260
5,847,2,46,3,3,445,313
1,339,3,11,3,1,104,73
3,252,4,171,3,2,296,63
2,26,2,35,2,3,30,21
3,907,2,24,3,4,651,252
3,2,1,48,3,1,34,4
4,437,3,156,3,3,532,42
2,744,3,59,3,4,399,364
4,913,3,1,3,4,823,81
2,423,3,5,3,5,213,193
3,1691,3,574,2,5,1586,610
4,352,4,47,3,4,359,36
1,597,4,166,3,5,228,481
1,35,3,113,3,5,44,93
4,78,2,291,3,4,331,34
5,331,2,314,3,4,580,58
2,981,1,210,3,3,595,418
3,285,3,267,3,2,386,83
2,2924,4,30,4,1,1476,441
3,2805,4,39,3,5,1994,254
3,159,2,149,3,4,215,83
4,2496,3,135,4,4,2368,236
3,893,2,2,3,3,626,188
2,139,1,2,3,2,70,35
3,2048,2,215,4,5,1583,340
3,268,2,31,2,2,209,45
4,190,5,71,2,1,235,7
4,595,3,212,3,3,726,56
5,2007,1,79,4,4,1877,188
4,1884,5,82,4,5,1769,176
2,687,2,5,3,2,347,171
3,431,5,65,3,5,347,74
4,1263,2,215,3,2,1328,75
3,1080,4,448,2,5,1068,229
3,723,3,386,3,4,774,301
2,2812,4,17,3,4,1416,1272
2,2761,5,54,2,4,1403,1273
4,1422,2,355,3,5,1599,160
4,2302,2,307,4,1,2350,77
3,448,2,5,3,1,316,41
3,262,5,95,3,1,250,32
2,466,4,1,2,4,233,210
1,112,4,28,4,2,42,49
3,599,4,116,3,1,499,64
4,4,2,336,3,3,305,24
5,2766,3,408,4,4,2859,284
4,875,4,201,3,1,967,32
4,2063,3,56,4,2,1908,105
3,820,3,365,3,1,830,106
3,95,4,65,3,4,111,44
3,874,3,283,3,5,808,313
1,2884,4,32,3,4,875,1838
4,2866,5,11,3,2,2589,143
2,42,2,114,4,1,78,23
3,1935,1,35,2,4,1379,531
3,837,2,30,3,5,607,233
3,354,3,2,2,1,248,32
1,1287,3,56,2,1,402,282
3,1643,2,81,3,5,1206,155
3,1600,4,5,4,2,1121,241
4,267,2,73,3,5,305,17
3,770,1,109,3,5,615,132
4,1045,2,13,3,1,953,31
4,1069,5,32,3,5,991,32
3,1682,3,99,3,3,1249,372
3,472,4,68,3,2,378,80
4,823,2,41,4,2,776,44
2,194,4,256,3,1,224,67
2,2894,2,126,2,1,1503,456
3,46,3,31,3,5,53,7
2,1364,4,60,4,5,712,214
5,286,4,82,3,3,184,128
2,27,2,7,3,3,17,11
4,368,5,76,2,4,399,40
3,157,3,136,3,4,205,79
2,634,4,113,3,3,375,259
2,58,1,19,4,3,38,27
2,2999,2,6,3,5,1499,1055
4,384,4,11,3,2,355,19
3,348,4,78,3,3,298,89
4,6,4,90,4,5,86,7
1,1605,2,2,3,2,483,562
4,1337,3,13,3,1,1215,40
2,287,1,101,4,3,193,136
2,689,4,237,3,2,463,231
4,2979,4,61,3,5,2738,150
5,2775,2,337,3,1,2802,93
3,15,5,59,2,5,51,6
4,351,4,1,4,4,317,31
4,241,3,80,4,1,288,9
4,133,2,14,2,2,132,7
4,1323,3,119,4,3,1296,102
5,2929,2,19,3,4,2650,268
4,2818,4,72,3,2,2604,142
3,205,3,168,3,4,261,100
5,671,3,389,3,3,741,224
4,504,5,4,3,1,457,15
2,2793,3,59,4,3,1426,999
4,1004,4,7,3,5,909,71
3,2946,3,97,3,4,2132,821
4,54,4,248,2,1,272,9
1,71,2,54,3,5,37,26
4,192,3,29,3,3,198,16
2,2773,3,10,3,2,1390,697
4,687,4,175,2,1,774,26
3,2460,1,39,3,2,1751,375
4,40,4,65,2,2,94,5
2,1237,4,85,1,3,659,463
4,384,5,347,3,5,657,51
2,2832,2,192,4,3,1512,1057
2,583,4,1,4,4,291,263
5,0,5,20,2,4,9,9
2,8,5,113,3,5,60,54
3,420,5,265,3,1,479,61
3,2433,4,0,3,4,1704,656
2,126,3,469,3,4,296,269
3,2838,3,365,2,2,2241,482
2,560,4,24,3,1,292,87
3,525,5,60,3,1,409,52
2,376,2,230,3,2,303,151
4,193,1,91,4,2,255,14
2,2944,2,26,3,5,1483,743
2,2889,2,39,4,4,1470,1310
3,1078,2,37,2,3,778,235
4,240,5,383,3,1,561,18
2,171,3,5,4,3,88,61
3,1229,2,17,3,1,871,112
2,2344,1,39,2,2,1196,592
3,2467,1,8,1,1,1733,223
2,439,3,245,3,4,342,308
4,525,3,242,2,5,691,68
3,2968,4,53,3,5,2119,810
4,2144,4,121,3,4,2038,204
1,390,4,49,3,1,131,92
3,1808,2,36,4,4,1291,498
3,469,2,29,3,2,348,75
3,2818,3,202,3,1,2112,272
4,758,4,6,3,3,687,53
3,401,4,39,4,3,308,92
4,39,2,34,2,3,65,5
2,876,4,31,2,5,453,318
3,580,3,148,4,2,510,108
2,2867,2,49,3,3,1454,1022
3,1717,2,98,4,1,1264,165
2,85,2,260,3,2,172,86
2,381,2,79,4,4,229,207
3,1100,2,2,4,2,768,166
4,2717,2,7,3,4,2454,242
3,751,2,161,2,4,639,245
3,465,4,9,4,3,331,100
3,34,4,18,2,1,36,4
4,1721,4,77,4,1,1618,53
3,11,2,68,2,2,55,11
1,92,4,46,3,4,41,87
2,183,3,19,3,5,101,90
4,1801,5,49,3,1,1666,55
4,365,3,25,3,1,351,11
3,2758,5,30,3,3,1953,584
2,487,1,115,3,1,299,91
3,270,4,10,2,4,195,76
2,683,4,222,3,2,451,226
3,377,4,26,3,4,281,109
2,787,3,3,3,5,394,356
3,1324,2,172,4,4,1047,404
2,1993,4,41,3,2,1016,508
2,2913,4,9,3,1,1462,440
3,448,4,9,3,5,320,41
3,1729,5,59,3,4,1252,481
3,1674,2,14,3,3,1181,354
2,2771,4,286,3,1,1526,457
3,696,5,27,2,2,506,108
4,2835,2,25,3,5,2575,142
