TQ,DPQ,C,OU,DI,DFT,RD,DFO,DPQ2,C2,TQ2,OU2,DI2,DFT2,RD2,DFO2,DPQ3,C3,TQ3,OU3,DI3,DFT3,RD3,DFO3
3,3,0,1,6,4,2,0,3,0,3,1,2,1,1,0,3,0,3,1,1,0,1,0
4,3,0,4,6,5,1,0,3,0,4,4,1,0,1,0,3,0,4,4,1,0,1,0
2,2,2,1,13,5,8,2,2,2,2,1,8,3,5,1,2,2,2,1,5,1,4,1
2,1,3,4,26,10,16,15,1,3,2,4,16,6,10,9,1,3,2,4,10,4,6,5
1,2,3,0,20,5,15,1,2,3,1,0,15,4,11,1,2,3,1,0,11,3,8,0
0,2,2,0,17,1,16,1,2,2,0,0,16,1,15,1,2,2,0,0,15,1,14,1
0,3,1,4,18,1,17,16,3,1,0,4,17,1,16,15,3,1,0,4,16,1,15,14
4,1,1,4,10,9,1,0,1,1,4,4,1,0,1,0,1,1,4,4,1,0,1,0
4,0,2,3,31,29,2,1,0,2,4,3,2,1,1,0,0,2,4,3,1,0,1,0
1,2,0,0,6,1,5,0,2,0,1,0,5,1,4,0,2,0,1,0,4,1,3,0
3,0,3,0,38,26,12,1,0,3,3,0,12,8,4,0,0,3,3,0,4,2,2,0
2,3,2,1,26,10,16,4,3,2,2,1,16,6,10,3,3,2,2,1,10,3,7,2
1,1,4,0,19,5,14,1,1,4,1,0,14,4,10,1,1,4,1,0,10,2,8,0
0,2,0,2,16,1,15,6,2,0,0,2,15,1,14,5,2,0,0,2,14,1,13,5
0,2,2,4,18,1,17,16,2,2,0,4,17,1,16,15,2,2,0,4,16,1,15,14
2,1,0,3,8,3,5,3,1,0,2,3,5,2,3,2,1,0,2,3,3,1,2,1
1,4,2,2,24,7,17,6,4,2,1,2,17,5,12,4,4,2,1,2,12,3,9,3
2,2,1,2,4,1,3,1,2,1,2,2,3,1,2,0,2,1,2,2,2,0,2,0
0,3,3,2,20,1,19,7,3,3,0,2,19,1,18,7,3,3,0,2,18,1,17,6
2,2,4,1,27,10,17,5,2,4,2,1,17,6,11,3,2,4,2,1,11,4,7,2
4,4,4,3,5,4,1,0,4,4,4,3,1,0,1,0,4,4,4,3,1,0,1,0
4,1,2,0,36,34,2,0,1,2,4,0,2,1,1,0,1,2,4,0,1,0,1,0
2,4,1,0,8,3,5,0,4,1,2,0,5,2,3,0,4,1,2,0,3,1,2,0
2,1,4,0,31,12,19,1,1,4,2,0,19,7,12,1,1,4,2,0,12,4,8,0
4,4,3,4,2,1,1,0,4,3,4,4,1,0,1,0,4,3,4,4,1,0,1,0
3,3,3,1,18,12,6,1,3,3,3,1,6,4,2,0,3,3,3,1,2,1,1,0
3,0,2,0,14,9,5,0,0,2,3,0,5,3,2,0,0,2,3,0,2,1,1,0
4,1,3,4,31,29,2,1,1,3,4,4,2,1,1,0,1,3,4,4,1,0,1,0
3,0,4,0,27,18,9,0,0,4,3,0,9,6,3,0,0,4,3,0,3,2,1,0
1,3,3,1,15,4,11,3,3,3,1,1,11,3,8,2,3,3,1,1,8,2,6,1
1,0,0,0,2,0,2,0,0,0,1,0,2,0,2,0,0,0,1,0,2,0,2,0
4,0,1,0,27,25,2,0,0,1,4,0,2,1,1,0,0,1,4,0,1,0,1,0
3,3,2,3,22,15,7,4,3,2,3,3,7,4,3,2,3,2,3,3,3,2,1,0
1,3,1,4,14,4,10,9,3,1,1,4,10,2,8,7,3,1,1,4,8,2,6,5
3,0,1,1,26,18,8,2,0,1,3,1,8,5,3,0,0,1,3,1,3,2,1,0
4,0,0,3,3,2,1,0,0,0,4,3,1,0,1,0,0,0,4,3,1,0,1,0
2,4,1,3,1,0,1,0,4,1,2,3,1,0,1,0,4,1,2,3,1,0,1,0
1,0,3,0,23,6,17,1,0,3,1,0,17,5,12,1,0,3,1,0,12,3,9,0
2,3,1,2,6,2,4,1,3,1,2,2,4,1,3,1,3,1,2,2,3,1,2,0
2,2,4,4,30,11,19,18,2,4,2,4,19,7,12,11,2,4,2,4,12,4,8,7
0,4,3,0,9,0,9,0,4,3,0,0,9,0,9,0,4,3,0,0,9,0,9,0
1,0,2,1,35,10,25,7,0,2,1,1,25,7,18,5,0,2,1,1,18,5,13,3
0,4,4,1,7,0,7,2,4,4,0,1,7,0,7,2,4,4,0,1,7,0,7,2
2,2,2,0,33,13,20,1,2,2,2,0,20,7,13,1,2,2,2,0,13,5,8,0
4,3,1,0,14,13,1,0,3,1,4,0,1,0,1,0,3,1,4,0,1,0,1,0
3,2,0,2,10,7,3,1,2,0,3,2,3,2,1,0,2,0,3,2,1,0,1,0
1,4,4,2,21,6,15,5,4,4,1,2,15,4,11,4,4,4,1,2,11,3,8,3
1,3,4,2,2,0,2,0,3,4,1,2,2,0,2,0,3,4,1,2,2,0,2,0
4,2,4,3,33,31,2,1,2,4,4,3,2,1,1,0,2,4,4,3,1,0,1,0
0,2,4,0,36,3,33,3,2,4,0,0,33,3,30,2,2,4,0,0,30,3,27,2
4,1,4,1,25,23,2,0,1,4,4,1,2,1,1,0,1,4,4,1,1,0,1,0
2,0,4,0,31,12,19,1,0,4,2,0,19,7,12,1,0,4,2,0,12,4,8,0
0,2,1,3,21,2,19,13,2,1,0,3,19,1,18,12,2,1,0,3,18,1,17,11
4,2,1,2,13,12,1,0,2,1,4,2,1,0,1,0,2,1,4,2,1,0,1,0
0,4,3,0,14,1,13,1,4,3,0,0,13,1,12,1,4,3,0,0,12,1,11,1
1,0,4,4,31,9,22,20,0,4,1,4,22,6,16,15,0,4,1,4,16,4,12,11
3,0,3,4,39,27,12,11,0,3,3,4,12,8,4,3,0,3,3,4,4,2,2,1
1,4,2,4,5,1,4,3,4,2,1,4,4,1,3,2,4,2,1,4,3,0,3,2
4,2,3,2,27,25,2,0,2,3,4,2,2,1,1,0,2,3,4,2,1,0,1,0
1,0,2,1,16,4,12,3,0,2,1,1,12,3,9,2,0,2,1,1,9,2,7,2
4,3,1,1,7,6,1,0,3,1,4,1,1,0,1,0,3,1,4,1,1,0,1,0
3,4,3,4,2,1,1,0,4,3,3,4,1,0,1,0,4,3,3,4,1,0,1,0
4,1,1,3,29,27,2,1,1,1,4,3,2,1,1,0,1,1,4,3,1,0,1,0
1,1,0,3,24,7,17,11,1,0,1,3,17,5,12,8,1,0,1,3,12,3,9,6
1,0,1,3,21,6,15,10,0,1,1,3,15,4,11,7,0,1,1,3,11,3,8,5
3,0,3,4,32,22,10,9,0,3,3,4,10,6,4,3,0,3,3,4,4,2,2,1
1,2,4,3,21,6,15,10,2,4,1,3,15,4,11,7,2,4,1,3,11,3,8,5
2,0,4,0,31,12,19,1,0,4,2,0,19,7,12,1,0,4,2,0,12,4,8,0
2,2,1,0,27,10,17,1,2,1,2,0,17,6,11,1,2,1,2,0,11,4,7,0
4,3,3,0,11,10,1,0,3,3,4,0,1,0,1,0,3,3,4,0,1,0,1,0
0,0,2,1,32,3,29,8,0,2,0,1,29,2,27,8,0,2,0,1,27,2,25,7
4,0,0,1,28,26,2,0,0,0,4,1,2,1,1,0,0,0,4,1,1,0,1,0
0,2,2,4,25,2,23,21,2,2,0,4,23,2,21,19,2,2,0,4,21,2,19,18
4,3,1,3,24,22,2,1,3,1,4,3,2,1,1,0,3,1,4,3,1,0,1,0
1,2,0,0,9,2,7,0,2,0,1,0,7,2,5,0,2,0,1,0,5,1,4,0
3,2,0,2,22,15,7,2,2,0,3,2,7,4,3,1,2,0,3,2,3,2,1,0
4,1,0,3,12,11,1,0,1,0,4,3,1,0,1,0,1,0,4,3,1,0,1,0
4,4,4,1,11,10,1,0,4,4,4,1,1,0,1,0,4,4,4,1,1,0,1,0
3,2,3,4,19,13,6,5,2,3,3,4,6,4,2,1,2,3,3,4,2,1,1,0
1,2,3,3,21,6,15,10,2,3,1,3,15,4,11,7,2,3,1,3,11,3,8,5
2,4,1,2,7,2,5,1,4,1,2,2,5,2,3,1,4,1,2,2,3,1,2,0
1,1,2,4,12,3,9,8,1,2,1,4,9,2,7,6,1,2,1,4,7,2,5,4
1,2,3,0,22,6,16,1,2,3,1,0,16,4,12,1,2,3,1,0,12,3,9,0
1,1,0,3,6,1,5,3,1,0,1,3,5,1,4,2,1,0,1,3,4,1,3,2
1,2,4,2,28,8,20,7,2,4,1,2,20,6,14,5,2,4,1,2,14,4,10,3
1,3,1,2,0,0,0,0,3,1,1,2,0,0,0,0,3,1,1,2,0,0,0,0
2,0,0,0,28,11,17,1,0,0,2,0,17,6,11,1,0,0,2,0,11,4,7,0
0,4,2,4,27,2,25,23,4,2,0,4,25,2,23,21,4,2,0,4,23,2,21,19
0,2,1,2,2,0,2,0,2,1,0,2,2,0,2,0,2,1,0,2,2,0,2,0
2,0,0,0,3,1,2,0,0,0,2,0,2,0,2,0,0,0,2,0,2,0,2,0
3,3,4,1,7,4,3,0,3,4,3,1,3,2,1,0,3,4,3,1,1,0,1,0
4,4,0,0,12,11,1,0,4,0,4,0,1,0,1,0,4,0,4,0,1,0,1,0
3,3,3,4,33,23,10,9,3,3,3,4,10,6,4,3,3,3,3,4,4,2,2,1
3,1,2,0,25,17,8,0,1,2,3,0,8,5,3,0,1,2,3,0,3,2,1,0
0,1,1,0,22,2,20,2,1,1,0,0,20,1,19,1,1,1,0,0,19,1,18,1
1,3,1,3,9,2,7,4,3,1,1,3,7,2,5,3,3,1,1,3,5,1,4,2
4,0,2,2,29,27,2,0,0,2,4,2,2,1,1,0,0,2,4,2,1,0,1,0
4,0,0,3,25,23,2,1,0,0,4,3,2,1,1,0,0,0,4,3,1,0,1,0
2,4,0,3,2,0,2,1,4,0,2,3,2,0,2,1,4,0,2,3,2,0,2,1
0,3,2,4,18,1,17,16,3,2,0,4,17,1,16,15,3,2,0,4,16,1,15,14
0,3,4,4,31,3,28,26,3,4,0,4,28,2,26,24,3,4,0,4,26,2,24,22
0,3,2,0,19,1,18,1,3,2,0,0,18,1,17,1,3,2,0,0,17,1,16,1
4,4,3,0,4,3,1,0,4,3,4,0,1,0,1,0,4,3,4,0,1,0,1,0
0,1,3,1,33,3,30,8,1,3,0,1,30,2,28,8,1,3,0,1,28,2,26,7
2,4,1,1,3,1,2,0,4,1,2,1,2,0,2,0,4,1,2,1,2,0,2,0
0,0,0,3,15,1,14,9,0,0,0,3,14,1,13,9,0,0,0,3,13,1,12,8
2,4,0,1,22,8,14,4,4,0,2,1,14,5,9,2,4,0,2,1,9,3,6,1
1,1,1,1,23,6,17,5,1,1,1,1,17,5,12,3,1,1,1,1,12,3,9,2
0,3,2,2,8,0,8,3,3,2,0,2,8,0,8,3,3,2,0,2,8,0,8,3
1,0,3,4,28,8,20,19,0,3,1,4,20,6,14,13,0,3,1,4,14,4,10,9
4,0,3,3,31,29,2,1,0,3,4,3,2,1,1,0,0,3,4,3,1,0,1,0
1,2,0,2,9,2,7,2,2,0,1,2,7,2,5,1,2,0,1,2,5,1,4,1
2,0,2,0,35,13,22,2,0,2,2,0,22,8,14,1,0,2,2,0,14,5,9,0
0,2,0,4,4,0,4,3,2,0,0,4,4,0,4,3,2,0,0,4,4,0,4,3
0,1,2,4,29,2,27,25,1,2,0,4,27,2,25,23,1,2,0,4,25,2,23,21
1,3,2,1,9,2,7,2,3,2,1,1,7,2,5,1,3,2,1,1,5,1,4,1
2,1,3,0,36,14,22,2,1,3,2,0,22,8,14,1,1,3,2,0,14,5,9,0
2,2,2,2,16,6,10,3,2,2,2,2,10,4,6,2,2,2,2,2,6,2,4,1
0,1,2,0,22,2,20,1,1,2,0,0,20,1,19,1,1,2,0,0,19,1,18,1
3,2,1,4,9,6,3,2,2,1,3,4,3,2,1,0,2,1,3,4,1,0,1,0
0,0,3,1,26,2,24,7,0,3,0,1,24,2,22,6,0,3,0,1,22,2,20,6
3,2,4,0,25,17,8,0,2,4,3,0,8,5,3,0,2,4,3,0,3,2,1,0
2,3,4,1,12,4,8,2,3,4,2,1,8,3,5,1,3,4,2,1,5,1,4,1
3,0,1,1,28,19,9,2,0,1,3,1,9,6,3,0,0,1,3,1,3,2,1,0
0,2,4,1,32,3,29,8,2,4,0,1,29,2,27,8,2,4,0,1,27,2,25,7
1,0,0,3,19,5,14,9,0,0,1,3,14,4,10,7,0,0,1,3,10,2,8,5
3,4,2,3,10,7,3,2,4,2,3,3,3,2,1,0,4,2,3,3,1,0,1,0
3,3,3,4,22,15,7,6,3,3,3,4,7,4,3,2,3,3,3,4,3,2,1,0
2,1,4,3,27,10,17,11,1,4,2,3,17,6,11,7,1,4,2,3,11,4,7,4
2,2,0,4,17,6,11,10,2,0,2,4,11,4,7,6,2,0,2,4,7,2,5,4
0,4,1,4,1,0,1,0,4,1,0,4,1,0,1,0,4,1,0,4,1,0,1,0
3,2,0,1,2,1,1,0,2,0,3,1,1,0,1,0,2,0,3,1,1,0,1,0
4,0,3,4,31,29,2,1,0,3,4,4,2,1,1,0,0,3,4,4,1,0,1,0
4,3,0,2,14,13,1,0,3,0,4,2,1,0,1,0,3,0,4,2,1,0,1,0
1,0,2,2,28,8,20,7,0,2,1,2,20,5,15,5,0,2,1,2,15,4,11,4
2,4,0,3,5,1,4,2,4,0,2,3,4,1,3,2,4,0,2,3,3,1,2,1
0,0,2,1,12,1,11,3,0,2,0,1,11,1,10,2,0,2,0,1,10,1,9,2
3,1,0,3,15,10,5,3,1,0,3,3,5,3,2,1,1,0,3,3,2,1,1,0
2,2,4,3,25,10,15,10,2,4,2,3,15,6,9,6,2,4,2,3,9,3,6,4
3,1,1,4,9,6,3,2,1,1,3,4,3,2,1,0,1,1,3,4,1,0,1,0
2,3,0,0,12,4,8,0,3,0,2,0,8,3,5,0,3,0,2,0,5,2,3,0
2,3,0,1,11,4,7,2,3,0,2,1,7,2,5,1,3,0,2,1,5,2,3,0
1,2,2,2,27,8,19,7,2,2,1,2,19,5,14,5,2,2,1,2,14,4,10,4
1,4,3,0,3,0,3,0,4,3,1,0,3,0,3,0,4,3,1,0,3,0,3,0
1,1,0,1,13,3,10,2,1,0,1,1,10,3,7,2,1,0,1,1,7,2,5,1
2,2,0,1,10,4,6,1,2,0,2,1,6,2,4,1,2,0,2,1,4,1,3,0
0,1,0,1,4,0,4,1,1,0,0,1,4,0,4,1,1,0,0,1,4,0,4,1
4,0,4,1,22,20,2,0,0,4,4,1,2,1,1,0,0,4,4,1,1,0,1,0
4,4,1,4,9,8,1,0,4,1,4,4,1,0,1,0,4,1,4,4,1,0,1,0
0,4,2,0,13,1,12,1,4,2,0,0,12,1,11,1,4,2,0,0,11,1,10,0
2,4,3,0,19,7,12,1,4,3,2,0,12,4,8,0,4,3,2,0,8,3,5,0
4,0,3,0,25,23,2,0,0,3,4,0,2,1,1,0,0,3,4,0,1,0,1,0
2,1,4,0,30,12,18,1,1,4,2,0,18,7,11,1,1,4,2,0,11,4,7,0
0,0,1,4,24,2,22,20,0,1,0,4,22,2,20,18,0,1,0,4,20,2,18,17
4,1,0,2,9,8,1,0,1,0,4,2,1,0,1,0,1,0,4,2,1,0,1,0
2,1,3,0,35,13,22,2,1,3,2,0,22,8,14,1,1,3,2,0,14,5,9,0
3,0,3,3,31,21,10,7,0,3,3,3,10,6,4,2,0,3,3,3,4,2,2,1
3,4,0,4,3,2,1,0,4,0,3,4,1,0,1,0,4,0,3,4,1,0,1,0
2,0,2,0,2,0,2,0,0,2,2,0,2,0,2,0,0,2,2,0,2,0,2,0
4,0,2,3,33,31,2,1,0,2,4,3,2,1,1,0,0,2,4,3,1,0,1,0
3,0,3,3,35,24,11,7,0,3,3,3,11,7,4,2,0,3,3,3,4,2,2,1
3,1,4,2,23,16,7,2,1,4,3,2,7,4,3,1,1,4,3,2,3,2,1,0
0,1,2,1,20,2,18,5,1,2,0,1,18,1,17,5,1,2,0,1,17,1,16,4
2,0,4,1,34,13,21,6,0,4,2,1,21,8,13,3,0,4,2,1,13,5,8,2
1,1,4,4,27,8,19,18,1,4,1,4,19,5,14,13,1,4,1,4,14,4,10,9
1,2,1,3,9,2,7,4,2,1,1,3,7,2,5,3,2,1,1,3,5,1,4,2
0,4,4,0,11,1,10,1,4,4,0,0,10,0,10,0,4,4,0,0,10,1,9,0
0,2,0,1,10,1,9,2,2,0,0,1,9,0,9,2,2,0,0,1,9,0,9,2
1,1,4,1,24,7,17,5,1,4,1,1,17,5,12,3,1,4,1,1,12,3,9,2
3,4,2,2,2,1,1,0,4,2,3,2,1,0,1,0,4,2,3,2,1,0,1,0
4,3,2,3,2,1,1,0,3,2,4,3,1,0,1,0,3,2,4,3,1,0,1,0
0,3,4,4,21,2,19,18,3,4,0,4,19,1,18,17,3,4,0,4,18,1,17,16
1,2,0,0,1,0,1,0,2,0,1,0,1,0,1,0,2,0,1,0,1,0,1,0
1,0,2,4,37,11,26,24,0,2,1,4,26,7,19,18,0,2,1,4,19,5,14,13
1,0,2,4,39,11,28,26,0,2,1,4,28,8,20,18,0,2,1,4,20,5,15,14
3,0,4,1,34,23,11,3,0,4,3,1,11,7,4,1,0,4,3,1,4,2,2,0
3,4,3,2,17,11,6,2,4,3,3,2,6,4,2,0,4,3,3,2,2,1,1,0
3,3,3,2,23,16,7,2,3,3,3,2,7,4,3,1,3,3,3,2,3,2,1,0
3,0,3,4,17,11,6,5,0,3,3,4,6,4,2,1,0,3,3,4,2,1,1,0
1,3,0,1,8,2,6,1,3,0,1,1,6,1,5,1,3,0,1,1,5,1,4,1
4,0,3,2,30,28,2,0,0,3,4,2,2,1,1,0,0,3,4,2,1,0,1,0
3,1,1,2,16,11,5,1,1,1,3,2,5,3,2,0,1,1,3,2,2,1,1,0
0,2,1,4,5,0,5,4,2,1,0,4,5,0,5,4,2,1,0,4,5,0,5,4
1,0,3,0,37,11,26,2,0,3,1,0,26,7,19,1,0,3,1,0,19,5,14,1
1,1,2,2,29,8,21,8,1,2,1,2,21,6,15,5,1,2,1,2,15,4,11,4
0,2,0,2,4,0,4,1,2,0,0,2,4,0,4,1,2,0,0,2,4,0,4,1
0,1,2,4,34,3,31,29,1,2,0,4,31,3,28,26,1,2,0,4,28,2,26,24
3,1,0,3,10,7,3,2,1,0,3,3,3,2,1,0,1,0,3,3,1,0,1,0
3,1,1,2,11,7,4,1,1,1,3,2,4,2,2,0,1,1,3,2,2,1,1,0
0,4,4,0,25,2,23,2,4,4,0,0,23,2,21,2,4,4,0,0,21,2,19,1
3,4,3,0,9,6,3,0,4,3,3,0,3,2,1,0,4,3,3,0,1,0,1,0
4,3,0,3,8,7,1,0,3,0,4,3,1,0,1,0,3,0,4,3,1,0,1,0
1,3,3,2,20,5,15,6,3,3,1,2,15,4,11,4,3,3,1,2,11,3,8,3
1,1,2,2,31,9,22,8,1,2,1,2,22,6,16,6,1,2,1,2,16,4,12,4
4,1,4,4,36,34,2,1,1,4,4,4,2,1,1,0,1,4,4,4,1,0,1,0
4,1,0,3,15,14,1,0,1,0,4,3,1,0,1,0,1,0,4,3,1,0,1,0
1,1,3,0,35,10,25,2,1,3,1,0,25,7,18,1,1,3,1,0,18,5,13,1
2,4,4,1,25,10,15,4,4,4,2,1,15,5,10,2,4,4,2,1,10,4,6,1
0,0,4,3,38,3,35,24,0,4,0,3,35,3,32,22,0,4,0,3,32,3,29,20
3,4,2,2,16,11,5,2,4,2,3,2,5,3,2,0,4,2,3,2,2,1,1,0
1,2,2,0,18,5,13,1,2,2,1,0,13,3,10,0,2,2,1,0,10,3,7,0
0,2,3,0,17,1,16,1,2,3,0,0,16,1,15,1,2,3,0,0,15,1,14,1
2,4,4,3,20,7,13,9,4,4,2,3,13,5,8,5,4,4,2,3,8,3,5,3
3,3,2,2,7,4,3,1,3,2,3,2,3,2,1,0,3,2,3,2,1,0,1,0
3,0,1,2,9,6,3,1,0,1,3,2,3,2,1,0,0,1,3,2,1,0,1,0
3,1,0,4,22,15,7,6,1,0,3,4,7,4,3,2,1,0,3,4,3,2,1,0
2,1,3,1,11,4,7,2,1,3,2,1,7,2,5,1,1,3,2,1,5,2,3,0
4,0,4,2,30,28,2,0,0,4,4,2,2,1,1,0,0,4,4,2,1,0,1,0
0,4,4,3,22,2,20,13,4,4,0,3,20,1,19,13,4,4,0,3,19,1,18,12
0,4,2,1,10,1,9,2,4,2,0,1,9,0,9,2,4,2,0,1,9,0,9,2
2,3,2,3,18,7,11,7,3,2,2,3,11,4,7,4,3,2,2,3,7,2,5,3
4,2,1,1,18,17,1,0,2,1,4,1,1,0,1,0,2,1,4,1,1,0,1,0
4,2,0,3,1,0,1,0,2,0,4,3,1,0,1,0,2,0,4,3,1,0,1,0
1,3,0,0,12,3,9,0,3,0,1,0,9,2,7,0,3,0,1,0,7,2,5,0
1,0,2,2,37,11,26,10,0,2,1,2,26,7,19,7,0,2,1,2,19,5,14,5
2,0,2,2,37,14,23,9,0,2,2,2,23,9,14,5,0,2,2,2,14,5,9,3
4,3,3,2,28,26,2,0,3,3,4,2,2,1,1,0,3,3,4,2,1,0,1,0
0,3,0,4,18,1,17,16,3,0,0,4,17,1,16,15,3,0,0,4,16,1,15,14
4,0,1,2,39,37,2,0,0,1,4,2,2,1,1,0,0,1,4,2,1,0,1,0
1,3,2,0,18,5,13,1,3,2,1,0,13,3,10,1,3,2,1,0,10,3,7,0
0,4,4,0,19,1,18,1,4,4,0,0,18,1,17,1,4,4,0,0,17,1,16,1
2,0,0,1,16,6,10,2,0,0,2,1,10,4,6,1,0,0,2,1,6,2,4,1
1,1,4,1,38,11,27,8,1,4,1,1,27,8,19,5,1,4,1,1,19,5,14,4
4,1,0,1,6,5,1,0,1,0,4,1,1,0,1,0,1,0,4,1,1,0,1,0
2,1,1,3,34,13,21,14,1,1,2,3,21,8,13,9,1,1,2,3,13,5,8,5
2,3,3,3,22,8,14,9,3,3,2,3,14,5,9,6,3,3,2,3,9,3,6,4
1,3,1,4,12,3,9,8,3,1,1,4,9,2,7,6,3,1,1,4,7,2,5,4
3,1,3,1,24,16,8,2,1,3,3,1,8,5,3,0,1,3,3,1,3,2,1,0
4,4,1,1,11,10,1,0,4,1,4,1,1,0,1,0,4,1,4,1,1,0,1,0
3,2,1,0,7,4,3,0,2,1,3,0,3,2,1,0,2,1,3,0,1,0,1,0
3,3,3,2,12,8,4,1,3,3,3,2,4,2,2,0,3,3,3,2,2,1,1,0
0,2,2,4,8,0,8,7,2,2,0,4,8,0,8,7,2,2,0,4,8,0,8,7
4,3,0,2,5,4,1,0,3,0,4,2,1,0,1,0,3,0,4,2,1,0,1,0
0,2,2,3,17,1,16,11,2,2,0,3,16,1,15,10,2,2,0,3,15,1,14,9
2,3,3,1,19,7,12,3,3,3,2,1,12,4,8,2,3,3,2,1,8,3,5,1
2,4,3,0,8,3,5,0,4,3,2,0,5,1,4,0,4,3,2,0,4,1,3,0
3,2,0,3,35,24,11,7,2,0,3,3,11,7,4,2,2,0,3,3,4,2,2,1
0,1,3,3,25,2,23,16,1,3,0,3,23,2,21,14,1,3,0,3,21,2,19,13
2,1,0,2,15,6,9,3,1,0,2,2,9,3,6,2,1,0,2,2,6,2,4,1
4,1,2,0,34,32,2,0,1,2,4,0,2,1,1,0,1,2,4,0,1,0,1,0
4,3,4,3,33,31,2,1,3,4,4,3,2,1,1,0,3,4,4,3,1,0,1,0
2,2,1,0,0,0,0,0,2,1,2,0,0,0,0,0,2,1,2,0,0,0,0,0
4,0,1,1,31,29,2,0,0,1,4,1,2,1,1,0,0,1,4,1,1,0,1,0
3,1,3,2,39,27,12,4,1,3,3,2,12,8,4,1,1,3,3,2,4,2,2,0
1,1,2,2,28,8,20,8,1,2,1,2,20,5,15,6,1,2,1,2,15,4,11,4
0,4,0,1,4,0,4,1,4,0,0,1,4,0,4,1,4,0,0,1,4,0,4,1
3,4,0,4,16,11,5,4,4,0,3,4,5,3,2,1,4,0,3,4,2,1,1,0
2,0,1,2,28,11,17,6,0,1,2,2,17,6,11,4,0,1,2,2,11,4,7,2
2,2,2,0,11,4,7,0,2,2,2,0,7,2,5,0,2,2,2,0,5,2,3,0
3,4,2,3,9,6,3,2,4,2,3,3,3,2,1,0,4,2,3,3,1,0,1,0
2,4,0,1,9,3,6,1,4,0,2,1,6,2,4,1,4,0,2,1,4,1,3,0
1,2,3,3,31,9,22,15,2,3,1,3,22,6,16,11,2,3,1,3,16,4,12,8
3,1,3,0,16,11,5,0,1,3,3,0,5,3,2,0,1,3,3,0,2,1,1,0
4,4,4,2,20,18,2,0,4,4,4,2,2,1,1,0,4,4,4,2,1,0,1,0
2,0,2,2,37,14,23,9,0,2,2,2,23,9,14,5,0,2,2,2,14,5,9,3
0,1,4,2,32,3,29,11,1,4,0,2,29,2,27,10,1,4,0,2,27,2,25,9
4,3,2,4,2,1,1,0,3,2,4,4,1,0,1,0,3,2,4,4,1,0,1,0
0,0,1,0,3,0,3,0,0,1,0,0,3,0,3,0,0,1,0,0,3,0,3,0
3,2,2,0,8,5,3,0,2,2,3,0,3,2,1,0,2,2,3,0,1,0,1,0
3,4,2,0,17,11,6,0,4,2,3,0,6,4,2,0,4,2,3,0,2,1,1,0
0,4,4,3,25,2,23,16,4,4,0,3,23,2,21,14,4,4,0,3,21,2,19,13
0,2,2,0,6,0,6,0,2,2,0,0,6,0,6,0,2,2,0,0,6,0,6,0
4,3,3,0,20,18,2,0,3,3,4,0,2,1,1,0,3,3,4,0,1,0,1,0
4,0,2,4,35,33,2,1,0,2,4,4,2,1,1,0,0,2,4,4,1,0,1,0
0,4,1,0,9,0,9,0,4,1,0,0,9,0,9,0,4,1,0,0,9,0,9,0
0,4,3,2,8,0,8,3,4,3,0,2,8,0,8,3,4,3,0,2,8,0,8,3
4,4,1,1,2,1,1,0,4,1,4,1,1,0,1,0,4,1,4,1,1,0,1,0
3,0,3,1,25,17,8,2,0,3,3,1,8,5,3,0,0,3,3,1,3,2,1,0
3,0,1,0,10,6,4,0,0,1,3,0,4,2,2,0,0,1,3,0,2,1,1,0
1,1,3,0,27,8,19,1,1,3,1,0,19,5,14,1,1,3,1,0,14,4,10,1
1,2,4,3,20,5,15,10,2,4,1,3,15,4,11,7,2,4,1,3,11,3,8,5
3,2,4,3,30,20,10,7,2,4,3,3,10,6,4,2,2,4,3,3,4,2,2,1
0,2,2,3,24,2,22,15,2,2,0,3,22,2,20,14,2,2,0,3,20,1,19,13
3,0,2,1,27,18,9,2,0,2,3,1,9,6,3,0,0,2,3,1,3,2,1,0
4,1,0,1,0,0,0,0,1,0,4,1,0,0,0,0,1,0,4,1,0,0,0,0
3,4,3,1,15,10,5,1,4,3,3,1,5,3,2,0,4,3,3,1,2,1,1,0
4,4,3,3,8,7,1,0,4,3,4,3,1,0,1,0,4,3,4,3,1,0,1,0
3,2,1,1,10,6,4,1,2,1,3,1,4,2,2,0,2,1,3,1,2,1,1,0
3,0,0,3,5,3,2,1,0,0,3,3,2,1,1,0,0,0,3,3,1,0,1,0
1,3,2,0,11,3,8,0,3,2,1,0,8,2,6,0,3,2,1,0,6,1,5,0
2,1,3,4,29,11,18,17,1,3,2,4,18,7,11,10,1,3,2,4,11,4,7,6
0,2,4,2,28,2,26,10,2,4,0,2,26,2,24,9,2,4,0,2,24,2,22,8
2,3,3,1,13,5,8,2,3,3,2,1,8,3,5,1,3,3,2,1,5,2,3,0
2,0,1,4,18,7,11,10,0,1,2,4,11,4,7,6,0,1,2,4,7,2,5,4
2,4,3,3,2,0,2,1,4,3,2,3,2,0,2,1,4,3,2,3,2,0,2,1
1,0,3,0,31,9,22,2,0,3,1,0,22,6,16,1,0,3,1,0,16,4,12,1
1,0,2,3,14,4,10,7,0,2,1,3,10,3,7,4,0,2,1,3,7,2,5,3
4,2,4,1,35,33,2,0,2,4,4,1,2,1,1,0,2,4,4,1,1,0,1,0
0,0,3,0,37,3,34,3,0,3,0,0,34,3,31,3,0,3,0,0,31,3,28,2
